date,location,boat_name,trip_type,num_anglers,catch,trip_num
2019-01-01,Los Angeles,Monte Carlo,1/2 Day Trip,16 Anglers,"24 Sand Bass, 85 Blacksmith, 35 Sculpin",1
2019-01-01,Los Angeles,New Del Mar,1/2 Day Trip,10 Anglers,"4 Sand Bass, 36 Sculpin, 1 Calico Bass",1
2019-01-01,Los Angeles,Spitfire,3/4 Day Trip,13 Anglers,"45 Sculpin, 11 Calico Bass",1
2019-01-01,Orange,Clemente,1/2 Day Trip,35 Anglers,"1 Sand Bass, 1 Blacksmith, 2 Sculpin",1
2019-01-01,Orange,Reel Fun,1/2 Day Trip,23 Anglers,"1 Blacksmith, 4 Sculpin, 1 Calico Bass Released",1
2019-01-01,Orange,Sum Fun,3/4 Day Trip,45 Anglers,"230 Sculpin, 4 Calico Bass Released",1
2019-01-01,San Diego,Daily Double,1/2 Day Trip,29 Anglers,"3 Barred Sand Bass, 53 Sculpin, 1 Calico Bass",1
2019-01-01,San Diego,Dolphin,1/2 Day Trip,25 Anglers,"49 Sand Bass, 15 Blacksmith Perch, 3 Halibut, 15 Sculpin, 5 Calico Bass",1
2019-01-01,San Diego,Electra,1/2 Day Trip,26 Anglers,"2 Lizardfish, 37 Sculpin, 25 Mackerel, 22 Sanddab, 31 White Croaker",1
2019-01-01,San Diego,Premier,1/2 Day Trip,45 Anglers,"1 Bonito, 287 Rockfish",1
2019-01-02,Bay Area,New Sea Angler,Full Day Trip,9 Anglers,90 Dungeness Crab,1
2019-01-02,Los Angeles,Enterprise,3/4 Day Trip,21 Anglers,"34 Sand Bass, 58 Sculpin, 15 Blue Perch, 3 Calico Bass",1
2019-01-02,Los Angeles,Monte Carlo,1/2 Day Trip,18 Anglers,"4 Sand Bass, 85 Blacksmith, 6 Sculpin",1
2019-01-02,Los Angeles,Native Sun,3/4 Day Trip,17 Anglers,"1 Sand Bass, 75 Blacksmith, 1 Halibut, 85 Sculpin, 7 Yellowtail",1
2019-01-02,Los Angeles,New Del Mar,1/2 Day Trip,53 Anglers,"31 Sand Bass, 40 Sculpin, 1 Triggerfish, 55 Blue Perch, 8 Calico Bass, 2 Rock Sole",1
2019-01-02,Los Angeles,Spitfire,3/4 Day Trip,8 Anglers,"30 Sand Bass, 2 Sculpin, 10 Calico Bass",1
2019-01-02,Los Angeles,Sport King,3/4 Day Trip,6 Anglers,"8 Sand Bass, 20 Sculpin, 1 Yellowtail, 6 Blue Perch, 11 Calico Bass",1
2019-01-02,Los Angeles,Victory,3/4 Day Trip,10 Anglers,"5 Sand Bass, 100 Blacksmith, 38 Sculpin",1
2019-01-02,Orange,Clemente,1/2 Day Trip,36 Anglers,"9 Sculpin, 25 Calico Bass Released, 20 Whitefish Released",1
2019-01-02,Orange,Sum Fun,3/4 Day Trip,35 Anglers,175 Sculpin,1
2019-01-02,San Diego,Alicia,1/2 Day Trip,7 Anglers,"16 Lobster, 89 Lobster Released",1
2019-01-02,San Diego,Chubasco II,1/2 Day Trip,22 Anglers,"1 Sand Bass, 110 Sculpin, 1 Rubberlip Seaperch",1
2019-01-02,San Diego,Daily Double,1/2 Day Trip,17 Anglers,"80 Barred Sand Bass, 5 Sculpin, 1 Bonito",1
2019-01-02,San Diego,Dolphin,1/2 Day Trip,42 Anglers,"86 Sand Bass, 3 Halibut, 34 Sculpin, 2 Triggerfish, 14 Calico Bass, 8 Halibut Released",1
2019-01-02,San Diego,Electra,1/2 Day Trip,22 Anglers,"1 Sand Bass, 12 Lizardfish, 71 Sculpin, 33 Mackerel, 75 Sculpin Released, 75 Whitefish Released",1
2019-01-02,San Diego,New Seaforth,1/2 Day Trip,20 Anglers,2 Sculpin,1
2019-01-02,San Diego,Premier,1/2 Day Trip,19 Anglers,"1 Lingcod, 189 Rockfish",1
2019-01-02,San Diego,Sea Star,3/4 Day Trip,14 Anglers,"2 Sand Bass, 4 Sculpin, 6 Sand Bass Released, 4 Sculpin Released, 13 Sheephead Released, 7 Calico Bass Released, 55 Whitefish Released",1
2019-01-03,Bay Area,New Sea Angler,Full Day Trip,15 Anglers,150 Copper Rockfish,1
2019-01-03,Los Angeles,City of Long Beach,1/2 Day Trip,15 Anglers,"18 Sand Bass, 38 Black Seaperch, 49 Sculpin, 3 Calico Bass",1
2019-01-03,Los Angeles,New Del Mar,1/2 Day Trip,32 Anglers,"42 Sand Bass, 44 Sculpin, 7 Triggerfish, 35 Blue Perch, 9 Calico Bass",1
2019-01-03,Los Angeles,Spitfire,3/4 Day Trip,10 Anglers,"42 Sand Bass, 25 Sculpin, 1 Triggerfish, 8 Calico Bass",1
2019-01-03,Los Angeles,Sport King,3/4 Day Trip,19 Anglers,"18 Sand Bass, 1 Bluefin Tuna, 90 Sculpin, 8 Blue Perch",1
2019-01-03,Los Angeles,Tradition,3/4 Day Trip,18 Anglers,1800 Sanddab,1
2019-01-03,Los Angeles,Victory,3/4 Day Trip,27 Anglers,"3 Sand Bass, 1 Bluefin Tuna, 140 Sculpin",1
2019-01-03,Orange,Clemente,1/2 Day Trip,50 Anglers,"3 Sand Bass, 7 Sculpin, 25 Sand Bass Released",1
2019-01-03,Orange,Sum Fun,3/4 Day Trip,49 Anglers,"1 Halibut, 210 Sculpin, 1 Blue Perch",1
2019-01-03,San Diego,Chubasco II,1/2 Day Trip,21 Anglers,83 Sculpin,1
2019-01-03,San Diego,Daily Double,1/2 Day Trip,13 Anglers,"10 Barred Sand Bass, 30 Sculpin, 7 Calico Bass",1
2019-01-03,San Diego,Dolphin,1/2 Day Trip,47 Anglers,"66 Sand Bass, 31 Sculpin, 4 Calico Bass",1
2019-01-03,San Diego,Electra,1/2 Day Trip,19 Anglers,"17 Lizardfish, 93 Sculpin, 15 Mackerel, 11 Sanddab, 93 Sculpin Released, 44 Whitefish Released",1
2019-01-03,San Diego,Jig Strike,1/2 Day Trip,8 Anglers,"11 Lobster, 19 Rock Crab, 71 Lobster Released",1
2019-01-03,San Diego,New Seaforth,1/2 Day Trip,12 Anglers,"29 Sand Bass, 1 Halibut",1
2019-01-03,San Diego,New Seaforth,1/2 Day Trip,14 Anglers,"17 Sand Bass, 3 Sculpin, 1 Bonito",2
2019-01-03,San Diego,Premier,1/2 Day Trip,30 Anglers,"1 Sheephead, 1 Lingcod, 2 Bonito, 296 Rockfish",1
2019-01-03,San Diego,Sea Star,1/2 Day Trip,3 Anglers,"3 Sand Bass, 3 Sculpin, 2 Calico Bass, 8 Sand Bass Released, 14 Sheephead Released, 1 Triggerfish Released, 9 Calico Bass Released, 12 Whitefish Released",1
2019-01-04,Bay Area,New Sea Angler,Full Day Trip,15 Anglers,"75 Dungeness Crab, 75 Dungeness Crab",1
2019-01-04,Los Angeles,Ahra-Ahn,3/4 Day Trip,11 Anglers,"8 Sculpin, 450 Sanddab",1
2019-01-04,Los Angeles,City of Long Beach,1/2 Day Trip,26 Anglers,"41 Sand Bass, 61 Sculpin, 60 Blue Perch, 1 Calico Bass",1
2019-01-04,Los Angeles,Monte Carlo,1/2 Day Trip,12 Anglers,"2 Sand Bass, 26 Sculpin, 55 Sanddab",1
2019-01-04,Los Angeles,Native Sun,Full Day Trip,32 Anglers,"105 Sculpin, 3 Yellowtail",1
2019-01-04,Los Angeles,New Del Mar,1/2 Day Trip,29 Anglers,"42 Sand Bass, 31 Sculpin, 8 Triggerfish, 11 Calico Bass",1
2019-01-04,Los Angeles,Redondo Special,1/2 Day Trip,9 Anglers,"1 Sand Bass, 1 Sculpin, 27 Blue Perch, 3 Calico Bass, 100 Calico Bass Released",1
2019-01-04,Los Angeles,Spitfire,3/4 Day Trip,13 Anglers,"52 Sand Bass, 10 Sculpin, 2 Triggerfish, 9 Calico Bass",1
2019-01-04,Los Angeles,Sport King,3/4 Day Trip,25 Anglers,"18 Sand Bass, 5 Sculpin, 55 Blue Perch, 1 Calico Bass",1
2019-01-04,Los Angeles,Tradition,3/4 Day Trip,21 Anglers,656 Sanddab,1
2019-01-04,Los Angeles,Victory,3/4 Day Trip,20 Anglers,"2 Sand Bass, 1 Bluefin Tuna, 100 Sculpin",1
2019-01-04,Orange,Clemente,3/4 Day Trip,23 Anglers,"1 Halibut, 16 Sculpin, 4 Halibut Released",1
2019-01-04,Orange,Reel Fun,3/4 Day Trip,10 Anglers,"1 Sand Bass, 17 Sculpin, 7 Bocaccio Released, 12 Sculpin Released, 11 Whitefish Released, 15 Rockfish Released, 20 Vermilion Rockfish Released",1
2019-01-04,Orange,Sum Fun,1/2 Day Trip,60 Anglers,"1 Sand Bass, 2 Sculpin, 1 Triggerfish, 15 Calico Bass Released",1
2019-01-04,San Diego,Chubasco II,1/2 Day Trip,27 Anglers,"1 Sand Bass, 85 Sculpin",1
2019-01-04,San Diego,Daily Double,1/2 Day Trip,35 Anglers,"12 Barred Sand Bass, 1 Halibut, 20 Sculpin, 2 Calico Bass, 12 Rubberlip Seaperch",1
2019-01-04,San Diego,Dolphin,1/2 Day Trip,24 Anglers,"96 Sand Bass, 1 Halibut, 2 Sculpin",1
2019-01-04,San Diego,Dolphin,1/2 Day Trip,29 Anglers,"28 Sand Bass, 73 Blacksmith Perch, 2 Halibut, 52 Sculpin, 7 Calico Bass",2
2019-01-04,San Diego,Electra,1/2 Day Trip,27 Anglers,"1 Sand Bass, 18 Lizardfish, 111 Sculpin, 22 Mackerel, 17 Sanddab, 12 White Croaker, 111 Sculpin Released, 35 Rockfish Released",1
2019-01-04,San Diego,Jig Strike,1/2 Day Trip,10 Anglers,"10 Lobster, 71 Lobster Released",1
2019-01-04,San Diego,Premier,1/2 Day Trip,20 Anglers,200 Rockfish,1
2019-01-04,San Diego,Sea Trek,1/2 Day Trip,4 Anglers,"1 Sand Bass, 1 Halibut, 20 Sculpin, 5 Calico Bass",1
2019-01-05,Ventura Coast,Gentleman,3/4 Day Trip,25 Anglers,2500 Sanddab,1
2019-01-05,Los Angeles,City of Long Beach,1/2 Day Trip,19 Anglers,"35 Sand Bass, 50 Sculpin, 40 Blue Perch",1
2019-01-05,Los Angeles,Monte Carlo,1/2 Day Trip,12 Anglers,"10 Sand Bass, 20 Blacksmith, 7 Sculpin",1
2019-01-05,Los Angeles,New Del Mar,1/2 Day Trip,50 Anglers,"18 Sand Bass, 35 Sculpin, 1 Triggerfish, 133 Blue Perch, 7 Calico Bass, 125 Sanddab",1
2019-01-05,Los Angeles,Redondo Special,1/2 Day Trip,11 Anglers,"9 Sand Bass, 3 Sculpin, 23 Blue Perch, 3 Calico Bass, 75 Calico Bass Released",1
2019-01-05,Los Angeles,Redondo Special,1/2 Day Trip,10 Anglers,"42 Sand Bass, 4 Sculpin, 27 Blue Perch, 8 Calico Bass",2
2019-01-05,Los Angeles,Spitfire,3/4 Day Trip,16 Anglers,"37 Sand Bass, 70 Sculpin, 10 Calico Bass",1
2019-01-05,Los Angeles,Tradition,1/2 Day Trip,7 Anglers,360 Sanddab,1
2019-01-05,Los Angeles,Victory,3/4 Day Trip,24 Anglers,"65 Sand Bass, 6 Halibut, 40 Sculpin, 25 Sand Bass Released",1
2019-01-05,Orange,Boardroom II,3/4 Day Trip,3 Anglers,12 Vermilion Rockfish Released,1
2019-01-05,Orange,Reel Fun,1/2 Day Trip,19 Anglers,"1 Sculpin, 20 Calico Bass Released",1
2019-01-05,Orange,Reel Fun,1/2 Day Trip,28 Anglers,"8 Sand Bass, 1 Blacksmith, 2 Mackerel, 16 Calico Bass Released",2
2019-01-05,Orange,San Mateo,1/2 Day Trip,4 Anglers,17 Yellowtail,1
2019-01-05,Orange,Sum Fun,3/4 Day Trip,23 Anglers,84 Sculpin,1
2019-01-05,San Diego,Chubasco II,1/2 Day Trip,17 Anglers,74 Sculpin,1
2019-01-05,San Diego,Chubasco II,1/2 Day Trip,24 Anglers,22 Sculpin,2
2019-01-05,San Diego,Daily Double,1/2 Day Trip,28 Anglers,"1 Barred Sand Bass, 5 Sculpin",1
2019-01-05,San Diego,Dolphin,1/2 Day Trip,10 Anglers,"4 Sand Bass, 3 Sculpin, 1 Calico Bass",1
2019-01-05,San Diego,Electra,1/2 Day Trip,21 Anglers,"26 Lizardfish, 71 Sculpin, 18 Mackerel, 15 Sanddab, 1 Black Seabass Released",1
2019-01-05,San Diego,Jig Strike,1/2 Day Trip,10 Anglers,"7 Lobster, 3 Rock Crab, 78 Lobster Released",1
2019-01-05,San Diego,New Seaforth,1/2 Day Trip,15 Anglers,"4 Sand Bass, 10 Pacific Mackerel",1
2019-01-05,San Diego,New Seaforth,1/2 Day Trip,19 Anglers,5 Sculpin,2
2019-01-05,San Diego,Pacific Queen,1.5 Day Trip,32 Anglers,"12 Yellowtail, 3 Lingcod, 175 Rockfish, 130 Vermilion Rockfish",1
2019-01-05,San Diego,Premier,1/2 Day Trip,31 Anglers,"3 Sand Bass, 40 Sculpin, 7 Perch, 2 Calico Bass",1
2019-01-06,Ventura Coast,New Hustler,3/4 Day Trip,15 Anglers,1500 Sanddab,1
2019-01-06,Los Angeles,Monte Carlo,1/2 Day Trip,15 Anglers,"20 Sand Bass, 40 Sculpin, 1 Calico Bass",1
2019-01-06,Los Angeles,Native Sun,Full Day Trip,21 Anglers,"60 Sculpin, 18 Yellowtail",1
2019-01-06,Los Angeles,New Del Mar,1/2 Day Trip,32 Anglers,"45 Sand Bass, 33 Sculpin, 130 Blue Perch, 7 Calico Bass",1
2019-01-06,Los Angeles,Redondo Special,1/2 Day Trip,19 Anglers,"54 Sand Bass, 3 Sculpin, 30 Blue Perch, 7 Calico Bass",1
2019-01-06,Los Angeles,Spitfire,3/4 Day Trip,10 Anglers,"35 Sand Bass, 10 Sculpin, 15 Calico Bass",1
2019-01-06,Los Angeles,Tradition,3/4 Day Trip,7 Anglers,700 Sanddab,1
2019-01-06,Orange,Patriot (Newport),3/4 Day Trip,19 Anglers,"3 Sand Bass, 41 Sculpin, 1 Triggerfish, 30 Blue Perch, 1 Sanddab",1
2019-01-06,Orange,Reel Fun,1/2 Day Trip,10 Anglers,"1 Sand Bass, 3 Sand Bass Released, 1 Sheephead Released, 12 Whitefish Released",1
2019-01-06,Orange,Reel Fun,1/2 Day Trip,20 Anglers,"1 Sand Bass, 2 Sculpin, 3 Blue Perch, 3 Calico Bass, 25 Calico Bass Released",2
2019-01-06,Orange,Sum Fun,3/4 Day Trip,25 Anglers,"1 Halibut, 1 Halibut Released",1
2019-01-06,San Diego,Dolphin,1/2 Day Trip,41 Anglers,"7 Sand Bass, 39 Sculpin",1
2019-01-06,San Diego,New Lo-An,1.5 Day Trip,23 Anglers,"67 Yellowtail, 48 Whitefish, 115 Red Rockfish",1
2019-01-06,San Diego,New Seaforth,1/2 Day Trip,10 Anglers,1 Sand Bass,1
2019-01-06,San Diego,Pacific Queen,1.5 Day Trip,32 Anglers,"12 Yellowtail, 3 Lingcod, 160 Rockfish, 130 Vermilion Rockfish",1
2019-01-07,Los Angeles,Native Sun,Full Day Trip,12 Anglers,6 Yellowtail,1
2019-01-07,San Diego,Daily Double,1/2 Day Trip,12 Anglers,"5 Barred Sand Bass, 2 Sculpin, 20 Barred Sand Bass Released",1
2019-01-07,San Diego,Dolphin,1/2 Day Trip,8 Anglers,13 Sand Bass,1
2019-01-07,San Diego,Dolphin,1/2 Day Trip,22 Anglers,"16 Sand Bass, 15 Blacksmith Perch, 42 Sculpin, 7 Calico Bass",2
2019-01-07,San Diego,Jig Strike,1/2 Day Trip,8 Anglers,"16 Lobster, 72 Lobster Released",1
2019-01-07,San Diego,Premier,1/2 Day Trip,17 Anglers,"1 Lingcod, 169 Rockfish",1
2019-01-08,Orange,Reel Fun,3/4 Day Trip,29 Anglers,"99 Sculpin, 21 Sculpin Released",1
2019-01-08,Orange,Sum Fun,1/2 Day Trip,18 Anglers,90 Sculpin,1
2019-01-08,Orange,Western Pride,1/2 Day Trip,24 Anglers,"53 Sand Bass, 5 Blacksmith, 23 Sculpin, 1 Triggerfish, 9 Calico Bass",1
2019-01-08,San Diego,Dolphin,1/2 Day Trip,10 Anglers,"19 Sand Bass, 8 Sculpin, 1 White Seabass",1
2019-01-08,San Diego,El Gato Dos,1/2 Day Trip,6 Anglers,"2 Calico Bass, 2 Calico Bass Released",1
2019-01-08,San Diego,Premier,1/2 Day Trip,14 Anglers,140 Rockfish,1
2019-01-09,Los Angeles,City of Long Beach,1/2 Day Trip,9 Anglers,"12 Sand Bass, 11 Sculpin, 6 Calico Bass",1
2019-01-09,Los Angeles,Native Sun,Full Day Trip,37 Anglers,150 Sculpin,1
2019-01-09,Los Angeles,New Del Mar,1/2 Day Trip,19 Anglers,"52 Sand Bass, 10 Sculpin, 12 Calico Bass",1
2019-01-09,Los Angeles,Spitfire,3/4 Day Trip,12 Anglers,"38 Sand Bass, 1 Sculpin, 5 Calico Bass",1
2019-01-09,Los Angeles,Victory,3/4 Day Trip,17 Anglers,"10 Sand Bass, 85 Sculpin, 19 Calico Bass, 1 Sanddab",1
2019-01-09,San Diego,Chubasco II,1/2 Day Trip,19 Anglers,"1 Halibut, 95 Sculpin",1
2019-01-09,San Diego,Dolphin,1/2 Day Trip,33 Anglers,"21 Sand Bass, 3 Halibut, 9 Sculpin, 5 Calico Bass, 8 Halibut Released",1
2019-01-10,Los Angeles,City of Long Beach,1/2 Day Trip,18 Anglers,"24 Sand Bass, 51 Blacksmith, 23 Sculpin, 2 Calico Bass",1
2019-01-10,Los Angeles,Monte Carlo,1/2 Day Trip,10 Anglers,"17 Sand Bass, 5 Sculpin, 2 Calico Bass",1
2019-01-10,Los Angeles,New Del Mar,1/2 Day Trip,31 Anglers,"57 Sand Bass, 45 Sculpin, 3 Triggerfish, 21 Calico Bass",1
2019-01-10,Los Angeles,Tradition,3/4 Day Trip,22 Anglers,1236 Sanddab,1
2019-01-10,Los Angeles,Victory,3/4 Day Trip,26 Anglers,"2 Sand Bass, 100 Sculpin, 2 Calico Bass, 100 Sanddab",1
2019-01-10,Orange,Dana Pride,3/4 Day Trip,20 Anglers,"1 Sand Bass, 61 Sculpin",1
2019-01-10,Orange,Reel Fun,1/2 Day Trip,15 Anglers,"2 Calico Bass, 12 Calico Bass Released",1
2019-01-10,Orange,Sum Fun,1/2 Day Trip,20 Anglers,"1 Sand Bass, 21 Blue Perch, 12 Calico Bass Released",1
2019-01-10,Orange,Western Pride,1/2 Day Trip,25 Anglers,"35 Sand Bass, 29 Blacksmith, 25 Sculpin, 1 Triggerfish, 10 Calico Bass",1
2019-01-10,San Diego,Chubasco II,1/2 Day Trip,16 Anglers,63 Sculpin,1
2019-01-10,San Diego,Daily Double,1/2 Day Trip,8 Anglers,"6 Barred Sand Bass, 6 Calico Bass",1
2019-01-10,San Diego,Dolphin,1/2 Day Trip,6 Anglers,"18 Sand Bass, 4 Sculpin, 3 Calico Bass",1
2019-01-10,San Diego,Dolphin,1/2 Day Trip,11 Anglers,"18 Sand Bass, 9 Sculpin, 12 Calico Bass",2
2019-01-10,San Diego,Electra,1/2 Day Trip,16 Anglers,"33 Lizardfish, 78 Sculpin, 12 Mackerel, 1 Blue Shark Released, 44 Whitefish Released",1
2019-01-10,San Diego,Jig Strike,1/2 Day Trip,10 Anglers,"14 Lobster, 82 Lobster Released",1
2019-01-10,San Diego,Premier,1/2 Day Trip,21 Anglers,170 Rockfish,1
2019-01-11,Los Angeles,City of Long Beach,1/2 Day Trip,10 Anglers,"26 Sand Bass, 21 Sculpin, 5 Calico Bass",1
2019-01-11,Los Angeles,Monte Carlo,1/2 Day Trip,14 Anglers,"7 Sand Bass, 3 Sculpin",1
2019-01-11,Los Angeles,New Del Mar,1/2 Day Trip,33 Anglers,"31 Sand Bass, 55 Sculpin, 3 Triggerfish, 11 Calico Bass",1
2019-01-11,Los Angeles,Redondo Special,1/2 Day Trip,9 Anglers,"25 Sand Bass, 5 Blacksmith, 2 Sculpin",1
2019-01-11,Los Angeles,Victory,3/4 Day Trip,12 Anglers,"17 Sand Bass, 100 Blacksmith, 10 Sculpin, 12 Calico Bass, 30 Sand Bass Released, 80 Calico Bass Released",1
2019-01-11,Orange,Sum Fun,1/2 Day Trip,12 Anglers,"2 Sculpin, 2 Blue Perch, 3 Sheephead Released, 75 Calico Bass Released, 8 Whitefish Released",1
2019-01-11,Orange,Western Pride,1/2 Day Trip,35 Anglers,"38 Sand Bass, 10 Blacksmith, 16 Sculpin",1
2019-01-11,San Diego,Chubasco II,1/2 Day Trip,16 Anglers,"43 Sand Bass, 1 Halibut, 8 Sculpin, 1 Triggerfish, 3 Calico Bass, 23 Rubberlip Seaperch, 2 Sargo, 1 White Seabass",1
2019-01-11,San Diego,Daily Double,1/2 Day Trip,12 Anglers,"27 Barred Sand Bass, 1 Halibut, 6 Sculpin, 5 Calico Bass, 1 White Seabass",1
2019-01-11,San Diego,Dolphin,1/2 Day Trip,16 Anglers,"16 Sand Bass, 10 Sculpin",1
2019-01-11,San Diego,Dolphin,1/2 Day Trip,12 Anglers,"23 Sand Bass, 15 Sculpin",2
2019-01-11,San Diego,Legend,Overnight Trip,3 Anglers,10 Yellowtail,1
2019-01-11,San Diego,New Seaforth,1/2 Day Trip,18 Anglers,"3 Sand Bass, 1 Triggerfish, 1 Calico Bass, 1 Bonito, 1 Sargo",1
2019-01-11,San Diego,Premier,1/2 Day Trip,22 Anglers,220 Rockfish,1
2019-01-12,Central Coast,Chubasco,Full Day Trip,21 Anglers,"30 Dungeness Crab, 500 Sanddab",1
2019-01-12,Ventura Coast,Gentleman,3/4 Day Trip,35 Anglers,"1 Mako Shark, 2275 Sanddab",1
2019-01-12,Los Angeles,New Del Mar,1/2 Day Trip,18 Anglers,"8 Sand Bass, 15 Sculpin, 111 Blue Perch, 2 Calico Bass",1
2019-01-12,Los Angeles,Spitfire,3/4 Day Trip,15 Anglers,"13 Sand Bass, 65 Sculpin, 8 Blue Perch, 2 Calico Bass",1
2019-01-12,Los Angeles,Tradition,3/4 Day Trip,30 Anglers,600 Sanddab,1
2019-01-12,Los Angeles,Tradition,3/4 Day Trip,30 Anglers,600 Sanddab,2
2019-01-12,Orange,Reel Fun,3/4 Day Trip,26 Anglers,"17 Sculpin, 3 Sculpin Released, 7 Whitefish Released, 27 Rockfish Released, 30 Vermilion Rockfish Released",1
2019-01-12,Orange,Sum Fun,1/2 Day Trip,13 Anglers,"12 Sand Bass, 1 Sculpin, 48 Calico Bass Released",1
2019-01-12,Orange,Sum Fun,1/2 Day Trip,26 Anglers,"1 Sand Bass, 20 Mackerel, 9 Sand Bass Released, 14 Calico Bass Released",2
2019-01-12,Orange,Western Pride,1/2 Day Trip,66 Anglers,"28 Sand Bass, 138 Sculpin",1
2019-01-12,San Diego,Alicia,1/2 Day Trip,10 Anglers,"9 Lobster, 89 Lobster Released",1
2019-01-12,San Diego,Daily Double,1/2 Day Trip,9 Anglers,"7 Barred Sand Bass, 11 Calico Bass",1
2019-01-12,San Diego,Dolphin,1/2 Day Trip,23 Anglers,"22 Sand Bass, 67 Sculpin",1
2019-01-12,San Diego,Premier,1/2 Day Trip,11 Anglers,"3 Sand Bass, 1 Halibut, 1 Sculpin, 2 Calico Bass, 2 Halibut Released",1
2019-01-12,San Diego,Premier,1/2 Day Trip,14 Anglers,"5 Sand Bass, 3 Sculpin, 5 Calico Bass",2
2019-01-13,Ventura Coast,Gentleman,3/4 Day Trip,30 Anglers,5700 Sanddab,1
2019-01-13,Los Angeles,,,8 Anglers,"19 Sand Bass, 6 Sculpin, 67 Sand Bass Released",1
2019-01-13,Los Angeles,Monte Carlo,1/2 Day Trip,12 Anglers,"29 Sand Bass, 3 Sculpin, 1 Calico Bass",1
2019-01-13,Orange,Reel Fun,3/4 Day Trip,25 Anglers,"1 Sand Bass, 7 Sanddab, 4 Sand Bass Released",1
2019-01-13,Orange,Sum Fun,1/2 Day Trip,17 Anglers,"1 Calico Bass, 15 Calico Bass Released",1
2019-01-13,Orange,Sum Fun,1/2 Day Trip,23 Anglers,"4 Sand Bass, 3 Sculpin, 1 Triggerfish, 1 Calico Bass, 35 Calico Bass Released",2
2019-01-13,San Diego,Chubasco II,1/2 Day Trip,29 Anglers,"32 Sand Bass, 1 Halibut, 10 Sculpin",1
2019-01-13,San Diego,Chubasco II,1/2 Day Trip,20 Anglers,"69 Sand Bass, 3 Sculpin, 3 Calico Bass, 25 Rubberlip Seaperch, 1 Sargo, 54 Sand Bass Released, 18 Calico Bass Released",2
2019-01-13,San Diego,Daily Double,1/2 Day Trip,11 Anglers,"20 Barred Sand Bass, 1 Halibut, 27 Sculpin, 3 Calico Bass",1
2019-01-13,San Diego,Dolphin,1/2 Day Trip,29 Anglers,"17 Sand Bass, 36 Blacksmith Perch, 15 Sculpin, 4 Calico Bass",1
2019-01-13,San Diego,Dolphin,1/2 Day Trip,36 Anglers,"17 Sand Bass, 34 Sculpin, 4 Calico Bass",2
2019-01-13,San Diego,Jig Strike,1/2 Day Trip,9 Anglers,"9 Lobster, 72 Lobster Released",1
2019-01-13,San Diego,Malihini,Full Day Trip,27 Anglers,224 Rockfish,1
2019-01-13,San Diego,New Seaforth,1/2 Day Trip,12 Anglers,"2 Sand Bass, 5 Calico Bass, 10 Pacific Mackerel, 1 Sargo",1
2019-01-13,San Diego,Premier,1/2 Day Trip,13 Anglers,"8 Sand Bass, 10 Sculpin, 3 Perch, 4 Calico Bass",1
2019-01-13,San Diego,Vagabond,1.5 Day Trip,25 Anglers,"41 Yellowtail, 4 Bonito, 80 Rockfish, 125 Red Rockfish",1
2019-01-15,San Diego,New Seaforth,1/2 Day Trip,16 Anglers,"1 Sand Bass, 1 Sculpin, 1 Blue Perch, 1 Calico Bass",1
2019-01-16,San Diego,Chubasco II,1/2 Day Trip,14 Anglers,"42 Sand Bass, 9 Sculpin, 25 Halfmoon, 4 Calico Bass, 14 Sand Bass Released, 10 Calico Bass Released",1
2019-01-16,San Diego,Dolphin,1/2 Day Trip,21 Anglers,"6 Sand Bass, 4 Halibut, 3 Sculpin, 14 Halibut Released",1
2019-01-16,San Diego,New Seaforth,1/2 Day Trip,12 Anglers,2 Calico Bass,1
2019-01-17,San Diego,New Seaforth,1/2 Day Trip,19 Anglers,"5 Sand Bass, 2 Sculpin, 11 Calico Bass, 1 Bonito",1
2019-01-18,Los Angeles,Betty-O,3/4 Day Trip,15 Anglers,"4 Sand Bass, 24 Sculpin, 1 Calico Bass",1
2019-01-18,Los Angeles,City of Long Beach,1/2 Day Trip,10 Anglers,"50 Sand Bass, 17 Sculpin",1
2019-01-18,Los Angeles,Monte Carlo,1/2 Day Trip,10 Anglers,"5 Sand Bass, 65 Blacksmith",1
2019-01-18,Los Angeles,New Del Mar,1/2 Day Trip,11 Anglers,"35 Sand Bass, 15 Sculpin, 3 Calico Bass",1
2019-01-18,Los Angeles,Spitfire,3/4 Day Trip,8 Anglers,"30 Sand Bass, 40 Sculpin, 5 Calico Bass",1
2019-01-18,Los Angeles,Tradition,1/2 Day Trip,21 Anglers,950 Sanddab,1
2019-01-18,Los Angeles,Victory,3/4 Day Trip,14 Anglers,"49 Sand Bass, 69 Sculpin, 1 Calico Bass, 20 Sand Bass Released, 10 Calico Bass Released",1
2019-01-18,Orange,Boardroom II,1/2 Day Trip,4 Anglers,"2 Sculpin Released, 2 Calico Bass Released",1
2019-01-18,Orange,Sum Fun,3/4 Day Trip,11 Anglers,2 Sand Bass,1
2019-01-18,Orange,Western Pride,1/2 Day Trip,42 Anglers,"35 Sand Bass, 38 Blacksmith, 10 Sculpin",1
2019-01-18,San Diego,Daily Double,1/2 Day Trip,11 Anglers,"17 Barred Sand Bass, 4 Sculpin, 6 Calico Bass, 3 Rubberlip Seaperch",1
2019-01-18,San Diego,Dolphin,1/2 Day Trip,22 Anglers,"77 Sand Bass, 18 Sculpin",1
2019-01-18,San Diego,Dolphin,1/2 Day Trip,6 Anglers,30 Sand Bass,2
